,index,Unnamed: 0,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,ratecode_id,store_and_fwd_flag,pu_loc_id,do_loc_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,month,day,trip_duration,duration_minutes,pickup_dropoff,mean_distance,mean_duration,rush_hour
153,7012,107877815,2,2017-12-20 08:23:16,2017-12-21 08:19:56,1,19.76,2,N,236,132,1,52.0,0.0,0.5,8.78,5.76,0.3,67.34,December,Wednesday,0 days 23:56:40,88.74999999999999,236 132,19.21166666666667,40.49444444444444,1
154,7074,58329341,2,2017-07-08 23:10:07,2017-07-08 23:50:31,6,17.02,2,N,90,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,July,Saturday,0 days 00:40:24,40.4,90 132,22.61,46.05,0
155,7103,109375799,1,2017-12-25 17:37:11,2017-12-25 18:08:58,1,18.2,2,N,132,113,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,December,Monday,0 days 00:31:47,31.783333333333335,132 113,18.302,40.70666666666666,1
156,7129,56045518,2,2017-06-09 21:24:23,2017-06-09 22:10:11,1,18.12,2,N,132,68,1,52.0,0.0,0.5,7.44,5.76,0.3,66.0,June,Friday,0 days 00:45:48,45.8,132 68,18.7975,52.545833333333334,0
157,7131,19983053,1,2017-03-09 18:23:20,2017-03-09 19:21:04,1,20.6,2,N,132,88,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,March,Thursday,0 days 00:57:44,57.733333333333334,132 88,20.6,57.733333333333334,1
158,7145,108735316,2,2017-12-22 18:42:42,2017-12-22 19:42:18,3,19.29,2,N,43,132,1,52.0,4.5,0.5,11.46,0.0,0.3,68.76,December,Friday,0 days 00:59:36,59.6,43 132,18.6575,41.27916666666667,1
159,7167,19209539,2,2017-03-07 16:42:46,2017-03-07 16:42:48,1,0.2,2,N,264,132,1,52.0,4.5,0.5,17.19,0.0,0.3,74.49,March,Tuesday,0 days 00:00:02,0.03333333333333333,264 132,0.2,0.03333333333333333,1
144,6493,54862162,2,2017-06-27 16:52:07,2017-06-28 16:49:57,1,15.6,2,N,163,132,1,52.0,4.5,0.5,0.0,0.0,0.3,57.3,June,Tuesday,0 days 23:57:50,88.74999999999999,163 132,17.275833333333335,52.33611111111111,1
145,6499,44477969,2,2017-05-24 07:14:15,2017-05-24 08:42:12,3,20.79,2,N,132,141,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,May,Wednesday,0 days 01:27:57,87.95,132 141,19.14,50.39722222222222,1
146,6501,1921298,1,2017-01-22 04:35:37,2017-01-22 04:35:45,1,1.7,2,N,113,113,3,52.0,0.0,0.5,0.0,0.0,0.3,52.8,January,Sunday,0 days 00:00:08,0.13333333333333333,113 113,0.8346153846153845,5.343589743589744,0
147,6625,16694553,2,2017-03-11 11:14:53,2017-03-11 11:37:53,1,15.76,2,N,170,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,March,Saturday,0 days 00:23:00,23.0,170 132,16.095,43.40625,0
148,6640,15915577,2,2017-02-27 18:34:17,2017-02-27 19:20:02,2,22.79,2,N,132,261,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,February,Monday,0 days 00:45:45,45.75,132 261,22.115000000000002,51.49375,1
149,6641,108022458,2,2017-12-20 17:42:39,2017-12-20 19:09:56,1,17.14,2,N,246,132,1,52.0,4.5,0.5,18.92,5.76,0.3,81.98,December,Wednesday,0 days 01:27:17,87.28333333333333,246 132,17.14,87.28333333333333,1
150,6748,48465913,1,2017-06-04 22:03:41,2017-06-04 22:35:14,1,17.1,2,N,132,163,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8,June,Sunday,0 days 00:31:33,31.55,132 163,19.229,52.94166666666666,0
151,6914,12289270,1,2017-02-16 15:25:53,2017-02-16 16:56:01,1,17.4,2,N,161,132,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,February,Thursday,0 days 01:30:08,88.74999999999999,161 132,17.1625,56.55,0
136,6118,31079399,2,2017-04-16 18:05:21,2017-04-16 18:33:54,1,16.6,2,N,164,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,April,Sunday,0 days 00:28:33,28.55,164 132,16.44333333333333,39.916666666666664,0
137,6227,14223445,2,2017-02-22 18:34:22,2017-02-22 19:24:06,6,18.22,2,N,230,132,1,52.0,4.5,0.5,5.0,5.54,0.3,67.84,February,Wednesday,0 days 00:49:44,49.733333333333334,230 132,18.14875,56.849999999999994,1
138,6236,92506783,1,2017-11-02 06:19:27,2017-11-02 07:10:24,1,17.7,2,N,132,230,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,November,Thursday,0 days 00:50:57,50.95,132 230,18.5712,59.59533333333333,1
139,6257,11895363,1,2017-02-15 13:02:24,2017-02-15 13:32:25,2,18.8,2,N,236,132,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,February,Wednesday,0 days 00:30:01,30.016666666666666,236 132,19.21166666666667,40.49444444444444,0
140,6262,70547351,2,2017-08-21 06:14:32,2017-08-21 07:01:06,3,18.79,2,N,132,48,1,52.0,0.0,0.5,0.0,5.76,0.3,58.56,August,Monday,0 days 00:46:34,46.56666666666667,132 48,18.761904761904763,58.24444444444444,1
141,6272,88611746,2,2017-10-20 21:49:37,2017-10-20 22:37:50,5,3.89,2,N,163,230,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Friday,0 days 00:48:13,48.21666666666667,163 230,0.9641935483870968,10.581720430107525,0
142,6283,86805643,1,2017-10-15 08:19:06,2017-10-15 08:45:02,1,18.0,2,N,75,132,1,52.0,0.0,0.5,5.0,5.76,0.3,63.56,October,Sunday,0 days 00:25:56,25.933333333333334,75 132,18.4425,36.204166666666666,0
143,6477,98580315,1,2017-11-20 17:27:58,2017-11-20 18:30:51,2,18.1,2,N,132,90,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06,November,Monday,0 days 01:02:53,62.88333333333333,132 90,18.666666666666668,43.62222222222223,1
128,5773,91139234,1,2017-10-28 18:22:53,2017-10-28 19:32:28,1,18.4,2,N,264,209,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,October,Saturday,0 days 01:09:35,69.58333333333333,264 209,12.049999999999999,45.516666666666666,0
129,5792,68023798,2,2017-08-11 14:14:01,2017-08-11 15:17:31,1,30.33,2,N,132,158,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,August,Friday,0 days 01:03:30,63.5,132 158,22.7,49.7375,0
130,5862,77353735,2,2017-09-14 17:01:05,2017-09-14 17:26:29,1,1.58,2,N,170,48,1,52.0,4.5,0.5,12.61,5.76,0.3,75.67,September,Thursday,0 days 00:25:24,25.4,170 48,1.2657894736842106,14.1359649122807,1
131,5874,82735489,1,2017-10-02 10:51:38,2017-10-02 11:36:44,1,17.4,2,N,48,132,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,October,Monday,0 days 00:45:06,45.1,48 132,17.69,46.705555555555556,0
132,5875,102569955,2,2017-12-04 13:46:28,2017-12-04 15:00:50,2,15.98,2,N,161,132,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8,December,Monday,0 days 01:14:22,74.36666666666666,161 132,17.1625,56.55,0
133,6017,68936536,1,2017-08-15 08:55:16,2017-08-15 09:49:13,1,17.5,2,N,163,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,August,Tuesday,0 days 00:53:57,53.95,163 132,17.275833333333335,52.33611111111111,1
134,6031,21458367,1,2017-03-15 18:02:44,2017-03-15 19:14:29,1,22.1,2,N,264,264,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,March,Wednesday,0 days 01:11:45,71.75,264 264,3.1791512915129148,15.577552275522754,1
135,6097,100448595,2,2017-11-27 21:48:03,2017-11-27 22:18:51,1,17.8,2,N,132,170,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,November,Monday,0 days 00:30:48,30.8,132 170,17.203,37.11333333333333,0
184,8197,39498898,2,2017-05-16 13:33:23,2017-05-16 13:33:37,1,0.01,2,N,100,100,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,May,Tuesday,0 days 00:00:14,0.23333333333333334,100 100,0.304,3.746666666666667,0
185,8287,83429345,2,2017-10-04 16:57:36,2017-10-04 17:53:01,5,18.44,2,N,132,4,2,52.0,4.5,0.5,0.0,0.0,0.3,57.3,October,Wednesday,0 days 00:55:25,55.416666666666664,132 4,18.59,57.05555555555555,1
186,8298,1041620,1,2017-01-04 16:29:56,2017-01-04 17:36:44,1,17.2,2,N,234,132,1,52.0,4.5,0.5,12.55,5.54,0.3,75.39,January,Wednesday,0 days 01:06:48,66.8,234 132,17.419999999999998,48.6,1
187,8356,59192147,2,2017-07-12 07:19:15,2017-07-12 08:03:32,1,21.08,2,N,142,132,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,July,Wednesday,0 days 00:44:17,44.28333333333333,142 132,20.77,48.949999999999996,1
188,8468,40341082,1,2017-05-18 19:33:00,2017-05-18 20:32:35,1,16.5,2,N,162,132,1,52.0,4.5,0.5,4.0,5.76,0.3,67.06,May,Thursday,0 days 00:59:35,59.583333333333336,162 132,15.9475,50.6125,1
189,8470,80749449,2,2017-09-25 21:52:24,2017-09-25 22:32:00,1,20.08,2,N,132,239,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Monday,0 days 00:39:36,39.6,132 239,20.90125,44.8625,0
190,8484,7514671,2,2017-02-02 05:50:35,2017-02-02 06:24:44,3,17.37,2,N,48,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,February,Thursday,0 days 00:34:09,34.15,48 132,17.69,46.705555555555556,0
191,8515,86674683,1,2017-10-14 20:02:23,2017-10-14 20:47:10,2,20.6,2,N,132,238,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Saturday,0 days 00:44:47,44.78333333333333,132 238,20.8375,43.775,0
176,8035,78544143,1,2017-09-18 11:18:05,2017-09-18 12:43:41,1,22.8,2,N,132,230,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Monday,0 days 01:25:36,85.6,132 230,18.5712,59.59533333333333,0
177,8039,73825364,1,2017-09-02 15:59:24,2017-09-02 16:00:56,2,0.2,2,N,233,233,1,52.0,0.0,0.5,1.0,5.76,0.3,59.56,September,Saturday,0 days 00:01:32,1.5333333333333334,233 233,0.6516666666666667,4.351388888888889,0
178,8040,12474697,1,2017-02-17 00:13:12,2017-02-17 00:44:18,1,20.7,2,N,132,239,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,February,Friday,0 days 00:31:06,31.1,132 239,20.90125,44.8625,0
179,8072,44458818,1,2017-05-24 04:04:43,2017-05-24 04:40:45,3,19.4,2,N,234,132,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,May,Wednesday,0 days 00:36:02,36.03333333333333,234 132,17.419999999999998,48.6,0
180,8100,45909649,2,2017-05-28 21:55:29,2017-05-28 22:33:47,1,17.43,2,N,132,140,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,May,Sunday,0 days 00:38:18,38.3,132 140,19.293333333333333,36.791666666666664,0
181,8118,48414517,2,2017-06-04 18:33:34,2017-06-04 19:23:37,1,17.86,2,N,163,132,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,June,Sunday,0 days 00:50:03,50.05,163 132,17.275833333333335,52.33611111111111,0
182,8133,78468913,2,2017-09-18 05:57:09,2017-09-18 06:29:45,1,17.33,2,N,48,132,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,September,Monday,0 days 00:32:36,32.6,48 132,17.69,46.705555555555556,0
183,8176,86554308,2,2017-10-14 14:28:15,2017-10-14 15:19:22,1,19.8,2,N,132,236,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,October,Saturday,0 days 00:51:07,51.11666666666667,132 236,19.491666666666667,50.24722222222223,0
168,7705,68579986,1,2017-08-13 18:04:06,2017-08-13 18:41:50,3,16.7,2,N,229,132,3,52.0,0.0,0.5,0.0,0.0,0.3,52.8,August,Sunday,0 days 00:37:44,37.733333333333334,229 132,16.683333333333334,46.040740740740745,0
169,7710,86617459,1,2017-10-14 17:21:14,2017-10-14 17:59:12,2,19.2,2,N,263,132,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,October,Saturday,0 days 00:37:58,37.96666666666667,263 132,19.095,36.016666666666666,0
170,7734,110585291,1,2017-12-30 15:14:29,2017-12-30 15:56:09,2,22.2,2,N,132,233,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,December,Saturday,0 days 00:41:40,41.666666666666664,132 233,17.86,43.57666666666667,0
171,7767,66635145,2,2017-08-06 16:25:52,2017-08-06 17:15:50,1,19.26,2,N,132,114,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,August,Sunday,0 days 00:49:58,49.96666666666667,132 114,21.73,69.35833333333332,0
172,7798,17810088,2,2017-03-03 21:20:20,2017-03-03 21:48:34,3,17.23,2,N,132,170,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,March,Friday,0 days 00:28:14,28.233333333333334,132 170,17.203,37.11333333333333,0
173,7867,37606808,1,2017-05-03 16:53:34,2017-05-03 18:02:56,1,15.7,2,N,10,148,1,52.0,4.5,0.5,0.0,5.76,0.3,63.06,May,Wednesday,0 days 01:09:22,69.36666666666666,10 148,15.7,69.36666666666666,1
174,7884,36782030,1,2017-05-01 11:02:52,2017-05-01 11:51:33,1,17.0,2,N,132,100,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,May,Monday,0 days 00:48:41,48.68333333333333,132 100,17.6,68.71666666666665,0
175,7963,112525675,2,2017-01-05 23:29:29,2017-01-05 23:55:27,1,17.95,2,N,132,42,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8,January,Thursday,0 days 00:25:58,25.966666666666665,132 42,17.95,25.966666666666665,0
160,7195,100941192,2,2017-11-29 15:46:21,2017-11-29 17:22:32,4,18.2,2,N,132,100,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,November,Wednesday,0 days 01:36:11,88.74999999999999,132 100,17.6,68.71666666666665,0
161,7245,8173928,1,2017-02-03 21:48:32,2017-02-03 22:02:33,1,4.5,2,N,226,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,February,Friday,0 days 00:14:01,14.016666666666667,226 230,4.46,16.383333333333336,0
162,7524,1928411,2,2017-01-22 06:38:14,2017-01-22 06:56:41,1,9.45,2,N,93,224,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Sunday,0 days 00:18:27,18.45,93 224,9.45,18.45,0
163,7537,26188222,2,2017-03-30 15:16:09,2017-03-30 16:29:58,3,18.42,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,March,Thursday,0 days 01:13:49,73.81666666666666,264 264,3.1791512915129148,15.577552275522754,0
164,7592,6379451,1,2017-01-22 17:22:59,2017-01-22 18:17:24,1,21.0,2,N,132,261,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,January,Sunday,0 days 00:54:25,54.416666666666664,132 261,22.115000000000002,51.49375,0
165,7663,76125643,2,2017-09-10 17:06:02,2017-09-10 18:25:40,4,19.7,2,N,132,151,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,September,Sunday,0 days 01:19:38,79.63333333333334,132 151,19.834,48.53333333333334,0
166,7671,84836332,1,2017-10-09 03:53:29,2017-10-09 04:17:02,2,16.5,2,N,229,132,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8,October,Monday,0 days 00:23:33,23.55,229 132,16.683333333333334,46.040740740740745,0
167,7704,314291,1,2017-01-08 20:50:50,2017-01-08 21:26:25,1,19.3,2,N,132,87,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,January,Sunday,0 days 00:35:35,35.583333333333336,132 87,19.96,50.68611111111111,0
216,9580,105986262,2,2017-12-14 15:30:25,2017-12-14 16:54:13,1,17.97,2,N,132,163,1,52.0,0.0,0.5,0.0,5.76,0.3,58.56,December,Thursday,0 days 01:23:48,83.8,132 163,19.229,52.94166666666666,0
217,9723,58501018,1,2017-07-09 17:34:45,2017-07-09 18:06:58,1,10.4,2,N,132,80,1,52.0,0.0,0.5,7.2,0.0,0.3,60.0,July,Sunday,0 days 00:32:13,32.21666666666667,132 80,15.606666666666667,31.95555555555556,0
218,9741,90650804,2,2017-10-27 10:21:46,2017-10-27 11:14:42,1,17.92,2,N,230,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,October,Friday,0 days 00:52:56,52.93333333333333,230 132,18.14875,56.849999999999994,0
219,9781,73760686,2,2017-09-02 09:33:46,2017-09-02 10:10:19,1,19.65,2,N,132,151,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,September,Saturday,0 days 00:36:33,36.55,132 151,19.834,48.53333333333334,0
220,9802,69567201,1,2017-08-17 13:03:12,2017-08-17 14:04:44,1,18.6,2,N,164,132,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,August,Thursday,0 days 01:01:32,61.53333333333333,164 132,16.44333333333333,39.916666666666664,0
221,9805,88152145,2,2017-10-19 15:51:29,2017-10-19 16:18:29,2,1.48,2,N,170,230,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Thursday,0 days 00:27:00,27.0,170 230,1.1295454545454546,13.024242424242425,0
222,9820,76553220,2,2017-09-12 07:39:49,2017-09-12 08:15:34,1,16.44,2,N,162,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,September,Tuesday,0 days 00:35:45,35.75,162 132,15.9475,50.6125,1
223,9957,78641310,1,2017-09-18 18:26:24,2017-09-18 19:27:47,1,21.4,2,N,132,238,1,52.0,4.5,0.5,10.0,0.0,0.3,67.3,September,Monday,0 days 01:01:23,61.38333333333333,132 238,20.8375,43.775,1
208,9469,52390640,1,2017-06-20 14:36:54,2017-06-20 15:30:59,1,16.1,2,N,233,132,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,June,Tuesday,0 days 00:54:05,54.083333333333336,233 132,17.40888888888889,58.47962962962962,0
209,9473,27256120,2,2017-04-02 19:48:15,2017-04-02 21:04:06,2,17.31,2,N,132,164,1,52.0,0.0,0.5,5.0,5.76,0.3,63.56,April,Sunday,0 days 01:15:51,75.85,132 164,18.7575,59.56041666666667,0
210,9488,36515612,1,2017-04-30 16:38:02,2017-04-30 17:45:07,1,20.8,2,N,132,239,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,April,Sunday,0 days 01:07:05,67.08333333333333,132 239,20.90125,44.8625,0
211,9506,31060047,1,2017-04-16 16:47:28,2017-04-16 17:43:40,1,21.2,2,N,132,209,1,52.0,0.0,0.5,14.6,5.76,0.3,73.16,April,Sunday,0 days 00:56:12,56.2,132 209,21.2,56.2,0
212,9519,35242568,1,2017-04-10 08:38:56,2017-04-10 09:17:59,1,18.6,2,N,166,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,April,Monday,0 days 00:39:03,39.05,166 132,19.026666666666667,41.611111111111114,1
213,9528,57407766,2,2017-07-05 16:47:44,2017-07-05 17:41:23,1,19.0,2,N,132,158,1,52.0,4.5,0.5,15.76,5.76,0.3,78.82,July,Wednesday,0 days 00:53:39,53.65,132 158,22.7,49.7375,1
214,9545,32520692,2,2017-04-20 19:54:27,2017-04-20 20:47:56,2,21.1,2,N,233,132,1,52.0,4.5,0.5,8.0,5.76,0.3,71.06,April,Thursday,0 days 00:53:29,53.483333333333334,233 132,17.40888888888889,58.47962962962962,1
215,9557,780706,1,2017-01-03 17:06:47,2017-01-03 18:11:46,1,21.6,2,N,132,143,1,52.0,4.5,0.5,5.0,5.54,0.3,67.84,January,Tuesday,0 days 01:04:59,64.98333333333333,132 143,10.905000000000001,76.86666666666666,1
200,9123,91830700,2,2017-10-30 21:34:11,2017-10-30 22:06:35,5,18.3,2,N,132,232,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,October,Monday,0 days 00:32:24,32.4,132 232,18.3,37.55,0
201,9145,30605042,2,2017-04-15 08:18:58,2017-04-15 08:45:40,6,16.95,2,N,132,162,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,April,Saturday,0 days 00:26:42,26.7,132 162,17.082857142857144,43.996428571428574,0
202,9160,6375752,2,2017-01-22 17:08:26,2017-01-22 17:27:50,1,8.05,2,N,223,161,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Sunday,0 days 00:19:24,19.4,223 161,8.05,19.4,0
203,9177,32837415,2,2017-04-21 14:51:37,2017-04-21 15:50:28,2,14.77,2,N,162,132,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,April,Friday,0 days 00:58:51,58.85,162 132,15.9475,50.6125,0
204,9225,89427147,2,2017-10-23 15:19:00,2017-10-23 16:24:54,5,17.18,2,N,234,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,October,Monday,0 days 01:05:54,65.9,234 132,17.419999999999998,48.6,0
205,9256,91109028,1,2017-10-28 16:28:28,2017-10-28 17:16:19,1,21.1,2,N,132,229,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,October,Saturday,0 days 00:47:51,47.85,132 229,18.49,47.61388888888889,0
206,9408,39346117,1,2017-05-15 23:40:20,2017-05-16 00:15:48,1,20.6,2,N,132,238,1,52.0,0.0,0.5,6.5,5.76,0.3,65.06,May,Monday,0 days 00:35:28,35.46666666666667,132 238,20.8375,43.775,0
207,9418,10398771,2,2017-02-12 17:28:14,2017-02-12 18:27:12,1,19.64,2,N,132,231,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,February,Sunday,0 days 00:58:58,58.96666666666667,132 231,20.46,51.75833333333333,0
192,8566,50481784,2,2017-06-15 00:00:56,2017-06-15 00:44:53,1,22.39,2,N,132,48,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,June,Thursday,0 days 00:43:57,43.95,132 48,18.761904761904763,58.24444444444444,0
193,8597,57991709,1,2017-07-07 19:22:05,2017-07-07 19:49:32,1,10.8,2,N,132,92,3,52.0,4.5,0.5,0.0,0.0,0.3,57.3,July,Friday,0 days 00:27:27,27.45,132 92,10.515,24.508333333333333,1
194,8631,103191374,2,2017-12-06 11:23:38,2017-12-06 11:57:16,1,19.31,2,N,144,132,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,December,Wednesday,0 days 00:33:38,33.63333333333333,144 132,18.335,38.3,0
195,8726,86820791,2,2017-10-15 09:37:14,2017-10-15 09:38:42,5,0.57,2,N,164,230,1,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Sunday,0 days 00:01:28,1.4666666666666666,164 230,1.1385714285714286,12.424285714285714,0
196,8878,41449693,2,2017-05-09 18:04:09,2017-05-09 19:09:42,2,21.31,2,N,132,87,1,52.0,4.5,0.5,10.0,5.76,0.3,73.06,May,Tuesday,0 days 01:05:33,65.55,132 87,19.96,50.68611111111111,1
197,8995,8304620,2,2017-02-04 09:00:10,2017-02-04 09:34:03,1,19.68,2,N,239,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,February,Saturday,0 days 00:33:53,33.88333333333333,239 132,19.795,50.5625,0
198,9040,99729884,2,2017-11-25 05:28:48,2017-11-25 05:59:00,5,17.39,2,N,163,132,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64,November,Saturday,0 days 00:30:12,30.2,163 132,17.275833333333335,52.33611111111111,0
199,9043,82593823,2,2017-10-01 18:21:47,2017-10-01 19:16:28,1,19.77,2,N,132,236,1,52.0,0.0,0.5,11.44,5.76,0.3,70.0,October,Sunday,0 days 00:54:41,54.68333333333333,132 236,19.491666666666667,50.24722222222223,0
248,11013,78651713,2,2017-09-18 19:43:31,2017-09-18 20:28:13,1,20.63,2,N,132,261,1,52.0,4.5,0.5,11.46,0.0,0.3,68.76,September,Monday,0 days 00:44:42,44.7,132 261,22.115000000000002,51.49375,1
249,11030,15251159,2,2017-02-25 18:09:27,2017-02-25 18:58:36,1,15.98,2,N,233,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,February,Saturday,0 days 00:49:09,49.15,233 132,17.40888888888889,58.47962962962962,0
250,11074,35863377,1,2017-04-12 07:54:47,2017-04-12 08:26:47,1,21.9,2,N,262,132,1,52.0,0.0,0.5,14.6,5.76,0.3,73.16,April,Wednesday,0 days 00:32:00,32.0,262 132,20.335,32.025,1
251,11096,70921874,1,2017-08-22 15:10:12,2017-08-22 15:55:25,1,14.2,2,N,216,90,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,August,Tuesday,0 days 00:45:13,45.21666666666667,216 90,14.2,45.21666666666667,0
252,11227,101201273,1,2017-11-30 11:01:36,2017-11-30 12:15:40,1,20.8,2,N,132,163,1,52.0,0.0,0.5,14.6,5.76,0.3,73.16,November,Thursday,0 days 01:14:04,74.06666666666666,132 163,19.229,52.94166666666666,0
253,11258,38792013,1,2017-05-07 00:09:03,2017-05-07 00:41:02,2,17.4,2,N,132,148,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,May,Sunday,0 days 00:31:59,31.983333333333334,132 148,17.994285714285716,46.34047619047619,0
254,11362,84037636,2,2017-10-06 14:08:25,2017-10-06 15:01:19,1,21.11,2,N,132,87,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,October,Friday,0 days 00:52:54,52.9,132 87,19.96,50.68611111111111,0
255,11382,18904830,1,2017-03-06 17:44:47,2017-03-06 17:45:56,2,0.2,2,N,264,264,1,52.0,4.5,0.5,12.55,5.54,0.3,75.39,March,Monday,0 days 00:01:09,1.15,264 264,3.1791512915129148,15.577552275522754,1
240,10539,50353360,2,2017-06-14 17:33:35,2017-06-14 18:30:33,1,18.62,2,N,132,236,1,52.0,4.5,0.5,12.61,5.76,0.3,75.67,June,Wednesday,0 days 00:56:58,56.96666666666667,132 236,19.491666666666667,50.24722222222223,1
241,10563,111709231,1,2017-01-16 18:17:59,2017-01-16 19:05:59,2,17.7,2,N,132,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,January,Monday,0 days 00:48:00,48.0,132 230,18.5712,59.59533333333333,1
242,10606,112590644,2,2017-01-18 20:49:23,2017-01-18 21:22:07,3,19.6,2,N,132,152,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,January,Wednesday,0 days 00:32:44,32.733333333333334,132 152,19.1,38.425,0
243,10625,42435192,2,2017-05-12 11:55:03,2017-05-12 13:00:44,1,21.74,2,N,132,161,1,52.0,0.0,0.5,3.0,5.76,0.3,61.56,May,Friday,0 days 01:05:41,65.68333333333334,132 161,18.601666666666667,46.481944444444444,0
244,10662,25055805,2,2017-03-27 11:36:40,2017-03-27 12:16:51,1,12.19,2,N,28,230,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,March,Monday,0 days 00:40:11,40.18333333333333,28 230,12.19,40.18333333333333,0
245,10722,37302529,1,2017-05-02 19:56:47,2017-05-02 20:28:06,2,18.5,2,N,132,263,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06,May,Tuesday,0 days 00:31:19,31.316666666666666,132 263,19.21,39.97666666666667,1
246,10899,109689075,1,2017-12-27 08:44:17,2017-12-27 09:17:20,1,16.7,2,N,132,233,1,52.0,0.0,0.5,14.6,5.76,0.3,73.16,December,Wednesday,0 days 00:33:03,33.05,132 233,17.86,43.57666666666667,1
247,11004,42250139,2,2017-05-11 21:29:00,2017-05-11 22:22:40,3,16.91,2,N,186,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,May,Thursday,0 days 00:53:40,53.666666666666664,186 132,17.096,42.92,0
232,10297,81517175,2,2017-09-28 12:48:40,2017-09-28 13:28:38,1,16.82,2,N,161,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,September,Thursday,0 days 00:39:58,39.96666666666667,161 132,17.1625,56.55,0
